id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
6528,Loren Morón,2,9,0,0,0,0,0,0,1,0,S,Real Betis,0,0,0,0
6560,Aurelien Tchouameni,33,2119,0,1.813541783,4,2.247002332,38,22,2,0,M S,Real Madrid,0,1.813541783,16.8067006,15.32557414
6573,Axel Werner,2,180,0,0,0,0,0,0,0,0,GK,Elche,0,0,0,0
6750,Gonzalo Villar,16,430,0,0.116240531,0,0.420756361,3,3,5,0,M S,Getafe,0,0.116240531,1.16678502,1.034164269
6852,Matt Doherty,2,15,0,0,0,0,0,0,0,0,S,Atletico Madrid,0,0,0.128069997,0.128069997
6916,Fernando Calero,27,1642,0,0.474068705,1,0.359405328,7,4,6,0,D M S,Espanyol,0,0.474068705,4.943587014,4.660711086
6931,Fran Beltrán,36,2867,0,0.619591387,2,1.696985974,25,24,3,0,M S,Celta Vigo,0,0.619591387,8.659702402,7.899770748
7023,Dennis Hadzikadunic,8,619,0,0.256093841,0,0,5,0,1,0,D S,Mallorca,0,0.256093841,0.935260985,0.92503098
7080,Matheus Cunha,11,352,0,1.870584682,2,0.672847595,12,6,2,0,F M S,Atletico Madrid,0,1.870584682,3.504625104,1.029973499
7174,Adrià Pedrosa,7,215,0,0.051037312,0,0.994889528,1,5,0,0,D S,Espanyol,0,0.051037312,1.389525633,1.236406278
7187,Sergio Reguilón,11,291,0,0.196542248,0,0.300101135,3,7,1,1,D S,Atletico Madrid,0,0.196542248,2.911622077,2.515914772
7194,Andriy Lunin,7,630,0,0,0,0,0,0,0,0,GK,Real Madrid,0,0,1.805660477,1.805660477
7246,Valery Fernández,25,940,0,0.894070616,2,1.274307471,7,18,1,0,D M S,Girona,0,0.894070616,3.809358161,1.827682894
7251,Robert,2,44,0,0,0,0.465247989,0,3,1,0,S,Real Betis,0,0,0.128316998,0.128316998
7276,Robin Le Normand,33,2794,0,0.431950626,0,0.161450803,10,3,6,0,D S,Real Sociedad,0,0.431950626,5.503807856,5.485644853
7287,Iñaki Peña,2,68,0,0,0,0,0,0,0,0,S,Barcelona,0,0,0,0
7306,Aihen Muñoz,23,1756,0,0.144788191,1,1.176571667,5,14,2,0,D S,Real Sociedad,0,0.144788191,7.384047195,6.984810799
7355,Paul Akouokou,12,417,0,0.09463205,0,0,3,0,3,0,D M S,Real Betis,0,0.09463205,0.588100296,0.544446796
7359,Eduardo Camavinga,37,1991,0,0.68282252,1,1.794796968,18,24,6,0,D M S,Real Madrid,0,0.68282252,16.90995531,15.67667665
7385,Javi Galán,37,3171,0,0.595726529,3,3.998587869,13,52,6,0,D S,Celta Vigo,0,0.595726529,9.46969983,6.230135722
7424,Alex Sola,10,346,0,0.083124002,0,0.063090099,4,2,1,0,D S,Real Sociedad,0,0.083124002,1.190809529,1.105208222
7432,Reinildo,22,1865,0,0.616499987,0,0.302446801,6,9,4,0,D,Atletico Madrid,0,0.616499987,4.73875328,4.39051309
7493,Jaime Seoane,16,297,0,0.094546402,0,0.380971499,2,6,1,0,M S,Getafe,0,0.094546402,0.671624988,0.409297397
7514,Lucas Olaza,23,1490,0,0.174434764,1,0.995475316,5,16,3,0,D S,Real Valladolid,0,0.174434764,2.708093592,1.956181578
7600,Luca De La Torre,28,1474,0,1.526415029,2,1.240901679,17,13,6,0,F M S,Celta Vigo,0,1.526415029,4.160889005,1.574194711
7605,Manuel Sánchez,31,2100,0,0.870924575,2,1.628700823,10,28,3,0,D S,Osasuna,0,0.870924575,5.942508664,4.014251713
7718,Predrag Rajkovic,36,3240,0,0,0,0.183377553,0,4,3,0,GK,Mallorca,0,0,2.70558279,2.522205237
7834,Manu Vallejo,7,191,0,0.050009102,1,0.239107996,1,3,0,0,F M S,Girona,0,0.050009102,0.464165695,0.175048195
7838,Martin Valjent,30,2663,0,0.231412983,0,0.61588138,6,3,8,0,D,Mallorca,0,0.231412983,4.363023829,4.289631553
7840,Iddrisu Baba,29,1742,0,0.611930307,0,0.156795927,12,5,5,0,D M S,Mallorca,0,0.611930307,2.99374611,2.697214872
7843,Lago Junior,5,38,0,0.0279464,0,0,2,0,0,0,S,Mallorca,0,0.0279464,0.1201142,0.112087
7856,Aridane Hernández,23,1786,0,0.154191266,1,0.585759714,5,3,1,0,D S,Osasuna,0,0.154191266,3.154951964,3.091208909
7859,Sergio Herrera,17,1530,0,0,0,0.0283029,0,1,3,0,GK,Osasuna,0,0,2.24229178,2.21398888
7860,Domingos Duarte,31,2659,0,1.503253639,2,1.040526019,16,4,9,1,D S,Getafe,0,1.503253639,1.637628408,1.637628408
7905,Fede San Emeterio,33,1881,0,0.261464773,1,0.682245332,6,6,14,0,M S,Cadiz,0,0.261464773,2.506948596,2.340578841
7916,Pol Lozano,4,7,0,0,0,0,0,0,1,0,S,Espanyol,0,0,0.030194299,0.030194299
7921,Felipe,3,190,0,0.078613199,0,0.039960802,1,2,0,0,D S,Atletico Madrid,0,0.078613199,0.057386398,0.057386398
8025,Kasper Dolberg,4,187,0,0.0589315,1,0.535642028,2,1,0,0,F S,Sevilla,0,0.0589315,0.594573528,0
8029,Lisandro Magallán,14,911,0,0.686698839,0,0.150253836,6,2,0,1,D S,Elche,0,0.686698839,1.785933838,1.684537844
8058,Thierry Correia,27,2032,0,0.285855501,0,1.204646828,6,15,5,0,D M S,Valencia,0,0.285855501,6.855276469,6.060521707
8091,Ronald Araújo,22,1813,0,2.007963136,2,1.010208629,18,7,5,1,D S,Barcelona,0,2.007963136,13.34133055,12.8168086
8142,Edgar González,25,1768,0,1.33151032,0,1.07178399,9,2,4,2,D S,Real Betis,0,1.33151032,5.157524681,4.706639385
8271,Fernando Niño,3,15,0,0.073521301,0,0,1,0,0,0,S,Villarreal,0,0.073521301,0.157289997,0.083768502
8329,Unai Vencedor,10,165,0,0.249622896,0,0.110102743,3,2,2,0,S,Athletic Club,0,0.249622896,1.016166266,0.689289263
8423,Jon Pacheco Dozagarat,17,1177,0,0.137588478,1,0.082074337,3,1,2,0,D S,Real Sociedad,0,0.137588478,3.026727038,2.933024803
8489,Jorge Cuenca,10,500,0,0.310882587,0,0.329663008,4,1,1,0,D S,Villarreal,0,0.310882587,1.806143926,1.76633375
8649,Houboulang Mendes,14,896,0,0.031458002,1,0.312990006,1,4,2,0,D S,Almeria,0,0.031458002,2.129533041,2.020096041
8710,Renato Tapia,28,1454,0,0.993710374,0,0.644900644,15,9,6,1,D M S,Celta Vigo,0,0.993710374,3.417916755,2.793228121
8725,Luis Milla,27,1862,0,0.216112701,3,1.339388882,8,29,4,1,M S,Getafe,0,0.216112701,1.736118902,1.353928562
8727,Jon Morcillo,10,45,0,0,1,0.336190999,0,4,0,0,S,Athletic Club,0,0,0.530961495,0.225391997
8728,Oier Zarraga,26,812,0,0.896856762,0,1.034857471,18,12,5,0,M S,Athletic Club,0,0.896856762,3.321724508,2.219027555
8730,David Gil,4,360,0,0,0,0,0,0,0,0,GK,Cadiz,0,0,0.094195999,0.094195999
8731,Isaac Carcelén,27,2211,0,0.226819242,1,1.378830288,7,16,4,3,D S,Cadiz,0,0.226819242,4.298685694,3.449858041
8733,Alfonso Espino,36,3130,0,1.32761759,4,4.037390325,20,35,7,0,D S,Cadiz,0,1.32761759,9.386744787,6.738211777
8735,Salvi Sánchez,24,446,0,0.906967973,0,0.822494891,9,6,2,0,M S,Rayo Vallecano,0,0.906967973,2.295063406,0.700803507
8741,Fali,25,1729,0,0.687484411,0,0.477602191,9,4,6,0,D M S,Cadiz,0,0.687484411,3.129575863,3.009059457
8744,Juan Cruz,27,2051,0,0.46713664,0,1.086790834,2,15,7,0,D S,Osasuna,0,0.46713664,5.113312675,4.343532644
8750,Rodrigo Battaglia,15,689,0,0.094135802,0,0.070536099,2,1,5,0,M S,Mallorca,0,0.094135802,0.912359882,0.822328582
8753,Fran Delgado,1,8,0,0,0,0,0,0,0,0,S,Real Betis,0,0,0,0
8762,Luis Pérez,18,1215,0,0.103095198,1,1.037613613,4,13,2,0,D M S,Real Valladolid,0,0.103095198,3.365831908,2.340322279
8765,Roberto Navarro,17,303,0,1.178046916,0,1.583500916,12,12,2,0,M S,Real Sociedad,0,1.178046916,2.815032415,0.72951051
8771,Yunus Musah,33,2164,0,2.176886333,2,2.038162284,22,16,10,1,M S,Valencia,0,2.176886333,7.027413063,4.138658318
8774,Dani Gómez,8,68,0,0,0,0.035205301,0,1,2,0,S,Espanyol,0,0,0.035205301,0
8849,Alberto Perea,1,47,0,0,0,0,0,0,0,0,M,Cadiz,0,0,0,0
8862,Sergio Arribas,2,13,0,0.133108005,0,0.070031598,1,1,0,0,S,Real Madrid,0,0.133108005,0.254332006,0.121224999
8890,Edgar Badía,36,3240,0,0,0,0,0,0,2,0,GK,Elche,0,0,2.014544645,2.014544645
8894,Raúl Guti,28,1078,0,1.959309207,0,0.054252198,20,2,1,0,M S,Elche,0,1.959309207,2.750535617,0.969592515
8907,Mickaël Malsa,5,51,0,0,0,0,0,0,0,0,S,Real Valladolid,0,0,0,0
8923,Ivo Grbic,12,916,0,0,0,0,0,0,2,0,GK S,Atletico Madrid,0,0,1.208570641,1.208570641
8948,Aitor Paredes,16,849,0,0.470819332,0,0.174269533,9,3,3,0,D S,Athletic Club,0,0.470819332,1.951375782,1.907160167
8949,Jeremías Ledesma,34,3060,0,0.029498659,0,0.039946899,1,1,2,0,GK,Cadiz,0,0.029498659,1.92022834,1.880281441
9011,Óscar Mingueza,21,1271,0,0.2588023,0,1.294615988,5,11,2,0,D S,Celta Vigo,0,0.2588023,2.744210051,2.607643044
9015,Cenk Özkacar,17,1369,0,0.821424602,0,0.215547454,9,4,1,0,D S,Valencia,0,0.821424602,3.228304226,3.130190788
9199,John Donald,14,1089,0,0.099950464,0,0.0573994,2,2,3,1,D M S,Elche,0,0.099950464,2.343493519,2.335855825
9217,Jesús Vázquez,10,300,0,0.244632205,0,0.218630403,6,3,1,0,D S,Valencia,0,0.244632205,0.693064097,0.474277005
9243,Ilaix Moriba,24,978,0,0.921898324,2,1.366196213,21,12,4,2,M S,Valencia,0,0.921898324,5.269978985,4.291049154
9267,Momo Mbaye,14,740,0,0.046009202,0,0.524009436,1,2,2,0,D S,Cadiz,0,0.046009202,1.76149141,1.648513202
9272,Filip Jorgensen,2,180,0,0,0,0,0,0,0,0,GK,Villarreal,0,0,0.079565788,0.079565788
9275,Iván Romero,1,7,0,0,0,0,0,0,1,0,S,Sevilla,0,0,0,0
9280,Antonio Blanco,3,162,0,0,0,0.015807601,0,1,0,0,M S,Cadiz,0,0,0.416938499,0.416938499
9305,Augusto Solari,12,254,0,0.515774406,1,0.17741078,2,4,0,0,M S,Celta Vigo,0,0.515774406,1.195981175,0.502795793
9340,Helibelton Palacios,24,1939,0,0.275881507,0,1.091408018,4,7,6,0,D S,Elche,0,0.275881507,3.584040131,2.688274197
9465,Beñat Turrientes,6,95,0,0,0,0.103476997,0,2,0,0,M S,Real Sociedad,0,0,0.204850195,0.182578394
9466,Jon Ander Olasagasti,3,58,0,0.0300221,0,0,2,0,0,0,S,Real Sociedad,0,0.0300221,0.241319194,0.211297095
9519,Carlos Domínguez,3,106,0,0.020841949,0,0,1,0,0,0,D S,Celta Vigo,0,0.020841949,0.047648832,0.047648832
9520,Hugo Sotelo,1,15,0,0.065877698,0,0,1,0,0,0,S,Celta Vigo,0,0.065877698,0.065877698,0.065877698
9533,Mamady Diarra,2,68,0,0.188132003,0,0,3,0,0,0,M S,Cadiz,0,0.188132003,0.188132003,0.064348698
9693,Giorgi Mamardashvili,38,3420,0,0,0,0,0,0,3,0,GK,Valencia,0,0,3.620587597,3.620587597
9755,Inigo Ruiz de Galarreta,30,2466,0,0.241880096,1,1.51400836,10,18,12,0,M S,Mallorca,0,0.241880096,6.167393012,5.016453346
9756,Dominik Greif,1,90,0,0,0,0,0,0,0,0,GK,Mallorca,0,0,0,0
9757,Franco Russo,3,148,0,0,0,0,0,0,0,0,D S,Mallorca,0,0,0.048110802,0.048110802
9761,Tomás Alarcón,4,221,0,0.02129275,0,0.057772201,2,2,0,1,M S,Cadiz,0,0.02129275,0.143505599,0.094358698
9771,Óscar Gil,33,2596,0,0.559879171,1,2.33051136,12,15,14,0,D S,Espanyol,0,0.559879171,6.243549176,3.839910173
9773,Joan García,1,90,0,0,0,0,0,0,0,0,GK,Espanyol,0,0,0,0
9794,Franco Cervi,36,1905,0,1.849408872,4,2.288488863,23,27,2,1,D F M S,Celta Vigo,0,1.849408872,6.877987921,3.521431601
9808,Pedro Ortiz,1,1,0,0,0,0,0,0,0,0,S,Sevilla,0,0,0,0
9811,Óscar Valentín,34,2569,0,0.303417183,0,0.737547156,12,19,11,0,M S,Rayo Vallecano,0,0.303417183,5.17892905,4.546009203
9813,Randy Nteka,24,837,0,1.917810645,0,0.70977535,18,7,1,1,F M S,"Elche,Rayo Vallecano",0,1.917810645,3.699393579,1.320690408
9814,Andrés Martín,9,200,0,0.526175492,0,0.544801012,4,2,1,0,M S,Rayo Vallecano,0,0.526175492,1.012963103,0.46897381
9817,Esteban Saveljich,1,1,0,0,0,0,0,0,0,0,S,Rayo Vallecano,0,0,0,0
9820,Mario Hernández,3,103,0,0.063465603,0,0,2,0,1,0,D S,Rayo Vallecano,0,0.063465603,0.298004106,0.234538503
9824,Julen Agirrezabala,8,672,0,0,0,0,0,0,0,0,GK S,Athletic Club,0,0,0.441772617,0.441772617
9838,Josep Gayá,2,53,0,0,0,0,0,0,0,0,D S,Mallorca,0,0,0,0
9839,Leo Román,1,90,0,0,0,0,0,0,0,0,GK,Mallorca,0,0,0.391853929,0.391853929
9897,Gonzalo Montiel,28,1512,0,1.097531594,3,2.563980429,8,20,8,1,D S,Sevilla,0,1.097531594,6.726858721,4.84817966
9898,Fernando Medrano,1,11,0,0,0,0,0,0,0,0,S,Celta Vigo,0,0,0,0
9922,Jon Karrikaburu,6,72,0,0.270180905,0,0.502695978,5,1,1,0,S,Real Sociedad,0,0.270180905,0.772876193,0
9937,Santiago Arzamendia,12,462,0,0.127805902,0,0.551356882,4,6,0,0,D M S,Cadiz,0,0.127805902,1.281331845,0.695631266
9970,Antonio Sánchez,32,1047,0,0.861702385,0,1.702910665,12,6,5,0,D M S,Mallorca,0,0.861702385,3.808979895,1.764258239
10024,Cristhian Mosquera,3,135,0,0.121479198,0,0,2,0,0,0,D S,Valencia,0,0.121479198,0.437490709,0.437490709
10038,Raúl Parra,6,310,0,0,0,0.025242699,0,1,1,0,D S,Cadiz,0,0,0.158141501,0.158141501
10067,Rubén Sánchez,18,881,0,0.369366631,2,1.750970917,9,7,1,0,D F M S,Espanyol,0,0.369366631,3.197187576,2.111008829
10101,Carlos Martín,4,20,0,0.060428109,0,0,1,0,1,0,S,Atletico Madrid,0,0.060428109,0.094189901,0.033761792
10128,Javi Llabrés,1,13,0,0,0,0,0,0,0,0,S,Mallorca,0,0,0,0
10156,Ángel Algobia,26,1120,0,0.267750706,0,0.419898186,7,5,3,0,M S,Getafe,0,0.267750706,2.484981655,1.890412664
10159,Roger Martínez,1,3,0,0.019341899,0,0,1,0,0,0,S,Espanyol,0,0.019341899,0.019341899,0
10273,Iker Benito,4,173,0,0,0,0.621055819,0,3,0,0,M S,Osasuna,0,0,0.745568305,0.266582763
10371,Giovanni González,15,911,0,0.183464199,2,1.027908288,4,5,4,0,D S,Mallorca,0,0.183464199,2.266986738,1.13735624
10430,Antonio Gomis,1,4,0,0,0,0,0,0,0,0,S,Atletico Madrid,0,0,0,0
10435,Ander Martín,3,36,0,0,0,0.125643,0,2,0,0,S,Real Sociedad,0,0,0.125643,0
10494,Pablo Barrios Rivas,21,698,0,0.606996236,1,0.788126569,12,4,4,0,M S,Atletico Madrid,0,0.606996236,3.854851101,2.72951146
10857,Pablo Ibáñez,25,1041,0,1.537525739,1,1.021996153,20,11,1,0,M S,Osasuna,0,1.537525739,3.481424346,1.37887739
10858,Jorge Herrando,1,26,0,0,0,0,0,0,0,1,D,Osasuna,0,0,0,0
10869,Agustín Marchesín,19,1710,0,0,0,0,0,0,2,0,GK,Celta Vigo,0,0,1.083185993,1.083185993
10870,Williot Swedberg,4,50,0,0,0,0,0,0,1,0,S,Celta Vigo,0,0,0.095921203,0.095921203
10873,Nabili Zoubdi Touaizi,1,1,0,0,0,0,0,0,0,0,S,Espanyol,0,0,0,0
10875,Omar El Hilali,5,84,0,0,0,0.0120095,0,1,1,0,D S,Espanyol,0,0,0.035130799,0.023121299
10876,Simo,7,121,0,0,0,0,0,0,0,0,S,Espanyol,0,0,0.139968902,0.139968902
10885,Sekou Gassama,1,32,0,0.481979996,0,0.029002801,2,1,0,0,S,Real Valladolid,0,0.481979996,0.536395013,0.025412001
10886,Iván Fresneda,22,1775,0,0.607139377,0,1.657461605,4,18,3,0,D M S,Real Valladolid,0,0.607139377,4.747061562,3.023168627
10887,Álvaro Aceves,1,8,0,0,0,0,0,0,0,0,S,Real Valladolid,0,0,0,0
10888,David Torres,7,385,0,0.508771777,0,0.029257501,1,1,1,0,D S,Real Valladolid,0,0.508771777,0.414928488,0.385670887
10889,Roberto Arroyo,1,10,0,0,0,0,0,0,0,0,S,Real Valladolid,0,0,0,0
10915,Diego Méndez,1,1,0,0,0,0,0,0,0,0,S,Rayo Vallecano,0,0,0,0
10916,Pablo Muñoz,2,10,0,0,0,0,0,0,0,0,S,Rayo Vallecano,0,0,0,0
10928,Awer Mabil,5,155,0,0.326142598,0,0.0138758,3,1,0,0,M S,Cadiz,0,0.326142598,0.422072101,0.368168503
10944,Fran Pérez,7,118,0,0.017313899,0,0,1,0,2,0,S,Valencia,0,0.017313899,0.165239198,0.147925299
10945,Santiago Bueno,34,3017,0,0.78072138,1,0.972646791,13,9,5,1,D,Girona,0,0.78072138,7.057017557,6.983894663
10950,Oscar Ureña,3,95,0,0.066675603,0,0,1,0,0,0,M S,Girona,0,0.066675603,0.066675603,0
10952,Joel Roca,5,72,0,0.163332192,0,0.0380354,4,1,1,0,S,Girona,0,0.163332192,0.785450278,0.607346654
10954,Ricard Artero,7,116,0,0.833743691,0,0,4,0,0,0,S,Girona,0,0.833743691,0.873235315,0.077971771
10969,Fernando Martínez,37,3289,0,0,0,0,0,0,3,0,GK,Almeria,0,0,3.590829753,3.590829753
10970,Kaiky,13,583,0,0.084171303,0,0,1,0,5,0,D S,Almeria,0,0.084171303,1.165939376,1.165939376
10976,Dyego Sousa,20,476,0,0.942542178,1,0.945513064,13,10,1,0,F S,Almeria,0,0.942542178,1.875226755,0.603850812
10981,Malcom Adu,8,68,0,0.036312536,0,0.131687133,2,3,0,0,S,Athletic Club,0,0.036312536,0.292026309,0.169971816
10983,Braian Cufré,5,215,0,0.099203601,0,0.047140699,3,1,0,0,D S,Mallorca,0,0.099203601,0.165825896,0.066622298
10987,Fabrizio Angileri,15,578,0,0.076136898,0,0,3,0,2,1,D S,Getafe,0,0.076136898,0.293211696,0.242791296
10988,Moi Parra,1,7,0,0,0,0,0,0,0,0,S,Getafe,0,0,0,0
10990,Álex Revuelta,1,1,0,0,0,0,0,0,0,0,S,Getafe,0,0,0,0
10998,Alejandro Alfaro,1,11,0,0,0,0,0,0,0,0,S,Elche,0,0,0,0
10999,Marcão,5,371,0,0,0,0,0,0,2,0,D S,Sevilla,0,0,0.471064799,0.471064799
11025,Pablo Torre,8,126,0,0.017193029,0,0.454288222,1,4,0,0,F S,Barcelona,0,0.017193029,0.955424339,0.909465592
11042,Marko Milovanovic,2,13,0,0.0545379,0,0,1,0,1,0,S,Almeria,0,0.0545379,0,0
11087,Pep Chavarría,15,336,0,0.049717933,2,0.68807085,1,10,1,0,M S,Rayo Vallecano,0,0.049717933,1.759281498,1.038535225
11105,Abdul Mumin,16,900,0,0.305851601,0,0.0148422,6,1,2,0,D S,Rayo Vallecano,0,0.305851601,1.354296999,1.251620064
11121,Nicolás Fernández Mercau,18,451,0,0.45914196,1,0.88777447,5,13,2,0,D M S,Elche,0,0.45914196,1.287952253,0.778053158
11147,Lucas Rosa,17,926,0,0.540414929,1,0.742391931,6,10,3,0,D S,Real Valladolid,0,0.540414929,2.316904899,1.173383069
11154,Pablo Durán,4,25,0,0,0,0,0,0,0,0,S,Celta Vigo,0,0,0.021674899,0.021674899
11167,Chadi Riad,1,1,0,0,0,0,0,0,0,0,S,Barcelona,0,0,0,0
11185,Pablo Marín,10,344,0,1.345354851,0,0.783923917,9,6,1,0,M S,Real Sociedad,0,1.345354851,2.630326658,0.525410909
11202,Alberto del Moral,1,2,0,0,0,0,0,0,0,0,S,Villarreal,0,0,0,0
11204,Jon Magunacelaya,2,58,0,0.0278301,0,0.655363977,1,2,0,0,S,Real Sociedad,0,0.0278301,0.655363977,0
11223,Félix Garreta,1,90,0,0,0,0,0,0,0,0,D,Real Betis,0,0,0.021540301,0.021540301
11263,Carlos García,1,22,0,0,1,0.080710202,0,1,0,0,S,Cadiz,0,0,0.069908701,0.069908701
11264,Carlos Álvarez,1,5,0,0,0,0,0,0,1,0,S,Sevilla,0,0,0.116586,0.116586
11265,Diego Hormigo,1,47,0,0,0,0,0,0,1,0,D,Sevilla,0,0,0,0
11266,Manu Bueno,2,151,0,0.018949231,0,0.044070426,1,2,0,0,M,Sevilla,0,0.018949231,0.134155717,0.09008529
11285,Lautaro Blanco,17,867,0,0.023938354,2,1.593231438,1,12,2,0,D M S,Elche,0,0.023938354,2.457510678,1.245051023
11286,Youba Diarra,5,86,0,0,0,0.576546013,0,2,2,0,M S,Cadiz,0,0,0.682194017,0.105648004
11290,Diego Moreno,11,642,0,0.197045697,0,0.361291825,5,3,1,0,D S,Osasuna,0,0.197045697,1.724750336,1.527704652
11318,Abner,13,603,0,1.819423319,0,0.146367242,5,2,2,0,D S,Real Betis,0,1.819423319,2.323505157,0.507915994
11320,Mamadou Mbacke,1,25,0,0,0,0,0,0,0,0,S,Villarreal,0,0,0,0
11321,Diego Collado,2,2,0,0,0,0,0,0,0,0,S,Villarreal,0,0,0,0
11328,Ángel Alarcón,3,19,0,0.0440882,0,0,1,0,0,0,S,Barcelona,0,0.0440882,0.0823806,0.0823806
11337,Alexander Callens,6,108,0,0,0,0,0,0,1,0,S,Girona,0,0,0.061734993,0.061734993
11395,Iker Muñoz,8,246,0,0.034973847,0,0,2,0,0,0,M S,Osasuna,0,0.034973847,0.82228891,0.787315063
11401,Haissem Hassan,2,42,0,0,0,0.017831801,0,1,0,0,S,Villarreal,0,0,0.379490551,0.361658652
11415,Manuel Pozo,1,18,0,0.071391098,0,0.057603698,1,1,0,0,S,Real Valladolid,0,0.071391098,0.128995001,0.057603698
11471,Ángel Alarcón,1,1,0,0,0,0,0,0,0,0,S,Barcelona,0,0,0,0
11490,Aleix Garrido,1,5,0,0,0,0,0,0,0,0,S,Barcelona,0,0,0,0
11524,José Antonio de la Rosa,2,40,0,0,1,0.009748131,0,1,0,0,S,Cadiz,0,0,0.30467096,0.30467096
11525,Babatunde Akinsola,1,5,0,0,0,0,0,0,0,0,S,Real Valladolid,0,0,0,0
11527,Lamine Yamal,1,2,0,0.430670172,0,0,1,0,0,0,S,Barcelona,0,0.430670172,0.478724867,0.048054714
11591,Francisco Mwepu,1,17,0,0,0,0,0,0,0,0,S,Cadiz,0,0,0.314620972,0.314620972
11620,Rubén Quintanilla,1,1,0,0,0,0,0,0,0,0,S,Mallorca,0,0,0,0
8260,Erling Haaland,35,2803,36,32.76139954,8,5.849109855,123,29,5,0,F S,Manchester City,29,27.43320987,31.96339808,3.285816219
647,Harry Kane,38,3414,30,23.06444012,3,7.547407771,133,57,6,0,F,Tottenham,25,18.49742722,25.07911798,5.095352163
998,Ivan Toney,33,2960,20,21.69119757,4,4.90989284,94,26,9,0,F,Brentford,14,16.36301879,18.11004687,4.02458567
1250,Mohamed Salah,38,3307,19,23.34006371,12,8.720245611,125,65,2,0,F M S,Liverpool,17,20.29538766,32.54413793,8.866782675
468,Callum Wilson,31,1911,18,18.85676803,5,3.567963434,73,24,4,0,F S,Newcastle United,15,16.57326027,15.51756238,1.810890594
556,Marcus Rashford,35,2907,17,18.76176052,5,3.735412929,108,31,2,0,F M S,Manchester United,17,18.76176052,30.33111381,9.589746218
2517,Martin Odegaard,37,3203,15,9.137760861,7,9.209956639,93,77,4,0,M,Arsenal,15,9.137760861,27.89376019,15.04710407
7752,Gabriel Martinelli,36,2851,15,10.53813438,5,9.34948549,79,59,3,0,F M S,Arsenal,15,10.53813438,25.15087455,9.320917252
8865,Ollie Watkins,37,3150,15,17.48629586,6,3.674034003,85,30,4,0,F M S,Aston Villa,14,15.963957,22.16256416,5.435315724
773,Aleksandar Mitrovic,24,2022,14,16.17901684,1,2.334498234,93,15,7,0,F S,Fulham,10,10.08966413,11.80280567,2.575260256
7322,Bukayo Saka,38,3216,14,11.30004966,11,7.042980745,89,75,6,0,F M S,Arsenal,12,9.016541637,23.58317682,11.60327997
2381,Rodrigo,31,1955,13,8.572983921,1,2.298705962,67,16,6,0,F M S,Leeds,12,7.811814919,10.81273386,3.450525519
6681,Harvey Barnes,34,2738,13,9.120478012,1,3.107304636,72,19,3,0,F M S,Leicester,13,9.120478012,14.72360291,3.64901958
482,Roberto Firmino,25,1203,11,8.122956336,4,3.054840092,39,21,0,0,F M S,Liverpool,11,8.122956336,13.91264321,6.690170713
5543,Gabriel Jesus,26,2107,11,16.17113439,6,4.243733492,77,31,6,0,F S,Arsenal,10,15.40997437,22.47638842,6.945621546
6055,Phil Foden,32,1837,11,6.18585201,6,5.697479462,46,44,1,0,F M S,Manchester City,11,6.18585201,17.42637489,8.101508694
7420,Miguel Almirón,34,2550,11,8.727059465,2,2.955138357,69,26,2,0,F S,Newcastle United,11,8.727059465,14.47847866,5.557318415
453,Son Heung-Min,36,2920,10,9.597895425,6,6.334341483,81,62,2,0,F M S,Tottenham,10,9.597895425,17.62133341,5.95491186
5232,Alexander Isak,22,1530,10,8.784851711,1,1.770732333,51,15,3,0,F S,Newcastle United,8,7.262516763,11.15905638,2.864735874
6818,James Maddison,30,2485,10,8.489387181,9,7.773198906,85,69,10,0,F M S,Leicester,9,6.967049431,15.35466801,6.399377454
7814,Taiwo Awoniyi,27,1426,10,8.05103188,1,1.028022751,35,10,2,0,F S,Nottingham Forest,10,8.05103188,7.681166336,0.716899926
8379,Alexis Mac Allister,35,2882,10,11.53224297,2,3.928120201,86,47,8,0,M S,Brighton,4,6.965230007,19.91067295,12.65691494
8706,Eberechi Eze,38,2657,10,6.831764041,4,4.619440779,70,57,3,0,F M S,Crystal Palace,9,6.070595199,11.09570551,4.369746007
239,Pascal Groß,37,3261,9,5.95440179,8,11.24603049,40,80,6,0,D F M,Brighton,9,5.95440179,25.25240892,15.00836755
843,James Ward-Prowse,38,3378,9,5.4089111,4,6.058508427,44,72,6,0,M,Southampton,7,2.364234153,10.54850191,8.641763719
6552,Bryan Mbeumo,38,2991,9,10.10078562,8,7.657995805,71,52,5,0,F S,Brentford,8,9.339616829,17.53126283,5.165040111
10720,Darwin Núñez,29,1702,9,14.37480543,3,5.646887463,84,28,1,1,F S,Liverpool,9,14.37480543,20.27739362,3.481344394
10846,Julián Álvarez,31,1416,9,7.753276176,0,2.046821097,47,18,0,0,F M S,Manchester City,8,6.992107159,13.76869814,5.820535558
314,Ilkay Gündogan,31,2369,8,7.842695341,4,3.44454477,54,37,0,0,M S,Manchester City,8,7.081526503,23.57377122,15.49877602
986,Danny Ings,35,1562,8,8.257541638,2,1.463595543,42,15,4,0,F S,"Aston Villa,West Ham",6,6.73520067,8.444588728,0.814106843
1228,Bruno Fernandes,37,3326,8,9.385456696,8,17.26670944,92,118,6,0,M,Manchester United,6,7.863118812,35.41809688,17.72495314
